Chemical,Chemical (Authorized),Firearm,Impact Weapon,Member Presence,Other Force,Physical Force - Direct Mechanical,Physical Force - Holding,Physical Force - Stunning,Taser,Taser Display,Verbal Commands
0.009386407091952,0.0003476447071093,0.001564401181992,0.0050408482530853,0.219537632539545,0.0333738918824961,0.0241613071440987,0.251868590300713,0.209977403094038,0.009386407091952,0.0022596905962106,0.233095776116809
0.0131465050854793,0.0003246050638389,0.0016230253191949,0.0086561350357065,0.212508115126596,0.0280783380220731,0.0351114477385847,0.24469811729063,0.217323090240208,0.0089266392555723,0.0020558320709803,0.227548149751136
0.0153382529073137,0.0006181663640227,0.0025885716493451,0.0077657149480353,0.218135455704516,0.0260016226867056,0.0405285322412394,0.227717034346869,0.219912684001082,0.0121701502916973,0.0011590619325426,0.228064752926631
0.0169729338281887,0.0002263057843758,0.0035756313931384,0.0068796958450258,0.218158776138318,0.0243505023988413,0.0458495519145469,0.218294559608944,0.225626867022721,0.0127636462387979,0.0013125735493799,0.225988956277722
0.0175715790481662,0.0001915158479364,0.0037345590347601,0.0069903284496792,0.216939576749976,0.0275304031408599,0.0503686680072776,0.21162501196974,0.219908072392991,0.0171406683903093,0.0021066743273005,0.225892942641004
0.0155432744498174,0.0004934372841211,0.0042435606434422,0.006266653508339,0.220221059903286,0.0263495509720715,0.0503799467087733,0.206898253232014,0.224168558176256,0.0152965558077568,0.0020724365933089,0.228066712720813
0.0169691762431533,0.0004295993985608,0.0044570937600687,0.0062828912039523,0.222478788529696,0.0300182579744388,0.0447857372999678,0.202878315970358,0.220330791536892,0.0152507786489099,0.003597894962947,0.232520674471056
0.0134319863403529,0.0002276607854297,0.0040978941377347,0.0053500284575981,0.224985771200911,0.0288560045532157,0.0409220261809903,0.210130904951622,0.220717131474104,0.0171314741035857,0.0024473534433693,0.231701764371087
0.0148749154834348,0.0004302661503472,0.0049173274325404,0.0055934599545147,0.224230130923843,0.0256930358350237,0.0427807486631016,0.208740549511341,0.219804536234557,0.017333579199705,0.0023971971233634,0.233204253488229
0.0140533599657583,0.0007847053787986,0.0036381794835211,0.0056356113568269,0.224497075189043,0.0329576259095449,0.0407333428449137,0.205592809245256,0.210943073191611,0.0228991296903981,0.0037095163361392,0.234555571408189
0.0142465753424658,0.0004696673189823,0.004853228962818,0.0063405088062622,0.221526418786693,0.0332681017612524,0.0391389432485323,0.209549902152642,0.209236790606654,0.0255185909980431,0.002504892367906,0.23334637964775
0.0150740242261104,0.0003589053387169,0.0046657694033198,0.0060116644235083,0.224585015702109,0.036159712875729,0.0379542395693136,0.204306864064603,0.210677433826828,0.0241363840287124,0.0028712427097353,0.233198743831315
0.0133887818237144,0.0004057206613246,0.0043614971092402,0.0063901004158636,0.221523481083274,0.0383406024951821,0.0334719545592859,0.217161983974034,0.200933157521047,0.028704736788721,0.0034486256212597,0.231869357947053
0.0111787493082457,0.0,0.0053126729385722,0.0075262866629773,0.223242944106253,0.0423907028223575,0.0347537354731599,0.207636967349198,0.197122302158273,0.0315439955727726,0.0046485888212506,0.23464305478694
0.0136137109517443,0.0007293059438434,0.0043758356630606,0.0060775495320286,0.220858149993922,0.0342773793606418,0.0346420323325635,0.212957335602285,0.197398808800292,0.0337911753980795,0.0054697945788258,0.235808921842713
0.0100994644223412,0.0003060443764345,0.004743687834736,0.0032134659525631,0.223412394797246,0.0465187452180566,0.0384085692425402,0.195103289977047,0.203213465952563,0.0338179035960214,0.0039785768936495,0.237184391736802
0.0115774240231548,0.0,0.0034370477568741,0.005246020260492,0.225036179450072,0.0435962373371925,0.0289435600578871,0.200434153400868,0.201519536903039,0.0323806078147612,0.0054269175108538,0.242402315484805
0.0154568577577773,0.0007826257092545,0.0037174721189591,0.0101741342203091,0.218352572882019,0.0538055175112503,0.031305028370182,0.196830365877519,0.189786734494228,0.0344355312072002,0.0039131285462727,0.241440031305028
0.0100940582702455,0.0002294104152328,0.0034411562284927,0.0064234916265198,0.218169304886442,0.0474879559532003,0.0394585914200505,0.195228263363157,0.200734113328745,0.0346409727001606,0.0057352603808212,0.238357421426933
0.0158638592443034,0.0,0.0051918084799538,0.0098067493510239,0.226420536486876,0.0565330256706086,0.0305739832708393,0.178540524949524,0.188058840496106,0.0372079607730026,0.0060571098932794,0.245745601384482
0.0097348103390399,0.0006713662302786,0.0030211480362537,0.0050352467270896,0.222893588452501,0.0624370594159114,0.0255119167505874,0.194696206780799,0.18932527693857,0.0369251426653239,0.0053709298422289,0.244377307821417
0.0050878815911193,0.0004625346901017,0.0032377428307123,0.0050878815911193,0.224329324699352,0.059204440333025,0.032377428307123,0.201665124884366,0.191951896392229,0.030527289546716,0.0046253469010175,0.241443108233118
0.0069296375266524,0.0005330490405117,0.0031982942430703,0.0085287846481876,0.219616204690832,0.0639658848614073,0.0335820895522388,0.190831556503198,0.184434968017058,0.0389125799573561,0.0063965884861407,0.243070362473348
0.0092707045735475,0.0012360939431396,0.0030902348578492,0.0086526576019777,0.223114956736712,0.0630407911001236,0.0284301606922126,0.176143386897404,0.184796044499382,0.0463535228677379,0.007416563658838,0.248454882571075
0.007320644216691,0.0007320644216691,0.0029282576866764,0.0095168374816983,0.223279648609078,0.0505124450951684,0.0256222547584187,0.197657393850659,0.180819912152269,0.047584187408492,0.0095168374816983,0.244509516837482
0.0148285449490269,0.0009267840593141,0.0037071362372567,0.0046339202965709,0.222428174235403,0.066728452270621,0.0296570898980538,0.167747914735867,0.176088971269694,0.0583873957367933,0.0083410565338276,0.246524559777572
0.0123915737298637,0.0,0.0012391573729863,0.0037174721189591,0.23543990086741,0.0830235439900867,0.0247831474597274,0.179677819083024,0.175960346964064,0.033457249070632,0.0024783147459727,0.247831474597274
0.0133333333333333,0.0014814814814814,0.0,0.0162962962962963,0.219259259259259,0.0562962962962963,0.0296296296296296,0.195555555555556,0.179259259259259,0.042962962962963,0.0103703703703704,0.235555555555556
0.0177935943060498,0.0,0.0053380782918149,0.0106761565836299,0.234875444839858,0.0871886120996441,0.0106761565836299,0.181494661921708,0.163701067615658,0.0266903914590747,0.0124555160142349,0.249110320284698
0.0115606936416185,0.0,0.0,0.0,0.225433526011561,0.0780346820809249,0.023121387283237,0.187861271676301,0.190751445086705,0.0289017341040462,0.0057803468208092,0.248554913294798
0.0084033613445378,0.0084033613445378,0.0,0.0,0.218487394957983,0.117647058823529,0.0,0.117647058823529,0.184873949579832,0.0504201680672269,0.0084033613445378,0.285714285714286
0.0069930069930069,0.0069930069930069,0.0,0.013986013986014,0.216783216783217,0.0769230769230769,0.027972027972028,0.153846153846154,0.160839160839161,0.0699300699300699,0.0069930069930069,0.258741258741259
0.015748031496063,0.0,0.0236220472440945,0.0,0.236220472440945,0.0866141732283465,0.0078740157480315,0.133858267716535,0.181102362204724,0.0551181102362205,0.015748031496063,0.244094488188976
0.0063291139240506,0.0,0.0063291139240506,0.0063291139240506,0.208860759493671,0.0443037974683544,0.0506329113924051,0.215189873417722,0.170886075949367,0.0379746835443038,0.0,0.253164556962025
0.0297619047619048,0.0,0.0,0.0,0.232142857142857,0.142857142857143,0.0059523809523809,0.172619047619048,0.154761904761905,0.0178571428571429,0.0,0.244047619047619
0.0202020202020202,0.0101010101010101,0.0101010101010101,0.0303030303030303,0.212121212121212,0.121212121212121,0.0404040404040404,0.191919191919192,0.131313131313131,0.0101010101010101,0.0,0.222222222222222
0.0375,0.0125,0.0,0.0,0.25,0.1,0.025,0.1,0.1625,0.0375,0.0,0.275
0.0,0.0,0.02,0.0,0.22,0.04,0.04,0.22,0.26,0.0,0.0,0.2
0.121212121212121,0.0,0.0,0.0,0.272727272727273,0.0909090909090909,0.0,0.0909090909090909,0.151515151515152,0.0,0.0,0.272727272727273
0.0,0.0,0.0,0.0,0.272727272727273,0.181818181818182,0.0,0.181818181818182,0.0909090909090909,0.0,0.0,0.272727272727273
0.0,0.0,0.0,0.0,0.166666666666667,0.0,0.0,0.416666666666667,0.25,0.0,0.0,0.166666666666667
